sample_id,time,gateway,device_address,crc_status,frequency,spreading_factor,bandwidth,rssi,snr,snr_bin,size,airtime_s,p_success,expected_attempts,access_delay_s,max_attempts,retransmission_backoff_s
419,2020-01-01 00:09:27,gw_main,devA,1,867300000.0,10,125.0,-105.93602572103005,7.016825951958638,"(6.0, 8.0]",36.0,0.49356799999999995,0.9666666666666667,1.0344444444444445,0.54501312,3,1.0
420,2020-01-01 00:09:28,gw_main,devA,1,867100000.0,8,125.0,-106.53023249679663,6.058028958257146,"(6.0, 8.0]",79.0,0.25651199999999996,0.9850746268656716,1.0151481398975275,0.27554581955892204,3,1.0
421,2020-01-01 00:09:30,gw_main,devA,0,867300000.0,8,125.0,-120.15342925127892,-9.346071621625168,"(-10.0, -8.0]",53.0,0.184832,0.2653061224489796,2.2744689712619737,1.6948636201582667,3,1.0
422,2020-01-01 00:09:31,gw_main,devC,1,867300000.0,8,125.0,-109.92372632391638,5.655268885368121,"(4.0, 6.0]",47.0,0.174592,0.975609756097561,1.0249851279000597,0.20393933135038692,3,1.0
423,2020-01-01 00:09:32,gw_main,devB,1,868300000.0,9,125.0,-97.15295816496248,-0.8835278203186038,"(-2.0, 0.0]",31.0,0.24678399999999998,0.826530612244898,1.203561016243232,0.5005806180758017,3,1.0
424,2020-01-01 00:09:33,gw_main,devC,0,868300000.0,7,125.0,-106.87366467774125,-15.195117888401793,"(-16.0, -14.0]",34.0,0.077056,0.1,2.71,1.91882176,3,1.0
425,2020-01-01 00:09:34,gw_main,devA,0,868300000.0,12,125.0,-104.49215074619866,2.263244418643224,"(2.0, 4.0]",62.0,2.793472,0.782608695652174,1.2646502835538753,3.797415440453687,3,1.0
426,2020-01-01 00:09:36,gw_main,devA,1,867300000.0,10,125.0,-114.34687305780574,-7.778643481170377,"(-8.0, -6.0]",75.0,0.821248,0.25,2.3125,3.211636,3,1.0
427,2020-01-01 00:09:37,gw_main,devC,1,867100000.0,8,125.0,-103.19440499885496,-3.8097533542431163,"(-4.0, -2.0]",40.0,0.154112,0.7203389830508474,1.3578713013501866,0.5671355633438666,3,1.0
428,2020-01-01 00:09:40,gw_main,devC,1,868300000.0,8,125.0,-119.13472616739634,1.6259495264202937,"(0.0, 2.0]",46.0,0.164352,0.9338842975206612,1.0704869885936752,0.24642366614302288,3,1.0
429,2020-01-01 00:09:41,gw_main,devB,1,868300000.0,7,125.0,-109.34928557323576,10.487807782513382,"(10.0, 12.0]",75.0,0.133376,0.9696969696969697,1.0312213039485765,0.1687614765840218,3,1.0
430,2020-01-01 00:09:42,gw_main,devA,1,867100000.0,10,125.0,-110.74123357549591,9.56417857593475,"(8.0, 10.0]",73.0,0.780288,0.9473684210526315,1.0554016620498614,0.8789189141274236,3,1.0
431,2020-01-01 00:09:44,gw_main,devC,1,867900000.0,8,125.0,-111.15482240131368,-1.4491261323630678,"(-2.0, 0.0]",76.0,0.246272,0.926605504587156,1.07878124736975,0.34445486272199305,3,1.0
432,2020-01-01 00:09:46,gw_main,devA,1,867100000.0,7,125.0,-108.17596433571333,-4.166748445089547,"(-6.0, -4.0]",63.0,0.118016,0.6124031007751938,1.537828255513491,0.7193165949161712,3,1.0
433,2020-01-01 00:09:47,gw_main,devC,1,868300000.0,10,125.0,-107.55157489432177,2.5521500856766206,"(2.0, 4.0]",65.0,0.739328,0.9767441860465116,1.0237966468361277,0.7807181741481883,3,1.0
434,2020-01-01 00:09:48,gw_main,devC,1,867100000.0,12,125.0,-118.88611052984098,2.374384570857881,"(2.0, 4.0]",42.0,2.138112,0.782608695652174,1.2646502835538753,2.9686142306238192,3,1.0
435,2020-01-01 00:09:49,gw_main,devB,1,867100000.0,9,125.0,-117.88671022079531,0.6614293870437573,"(0.0, 2.0]",42.0,0.287744,0.8987341772151899,1.1115205896490947,0.4313539701970838,3,1.0
436,2020-01-01 00:09:50,gw_main,devB,1,867300000.0,11,125.0,-112.89891542613114,5.968809945383552,"(4.0, 6.0]",59.0,1.478656,0.8571428571428571,1.1632653061224492,1.8833345306122453,3,1.0
437,2020-01-01 00:09:51,gw_main,devC,0,867300000.0,9,125.0,-116.90240477231619,-4.634208078199084,"(-6.0, -4.0]",24.0,0.20582399999999998,0.4411764705882353,1.871107266435986,1.2562260484429064,3,1.0
438,2020-01-01 00:09:53,gw_main,devA,1,867300000.0,8,125.0,-111.38683138380821,4.387457930968873,"(4.0, 6.0]",27.0,0.12339199999999999,0.975609756097561,1.0249851279000597,0.15146009280190384,3,1.0
439,2020-01-01 00:09:55,gw_main,devA,1,867300000.0,7,125.0,-107.4932156511687,6.425674654394516,"(6.0, 8.0]",71.0,0.12825599999999998,0.9651162790697675,1.0361005949161708,0.16898671281773917,3,1.0
440,2020-01-01 00:09:56,gw_main,devB,1,867100000.0,10,125.0,-114.24750607769673,2.3821224405903636,"(2.0, 4.0]",66.0,0.739328,0.9767441860465116,1.0237966468361277,0.7807181741481883,3,1.0
441,2020-01-01 00:09:57,gw_main,devB,1,867900000.0,7,125.0,-117.33297022778902,-1.8564153335809914,"(-2.0, 0.0]",28.0,0.066816,0.8554216867469879,1.165481201916098,0.24335399390332407,3,1.0
442,2020-01-01 00:09:58,gw_main,devA,0,867900000.0,9,125.0,-112.19183636530292,2.173153561574397,"(2.0, 4.0]",55.0,0.349184,0.9358974358974359,1.0682117028270874,0.4412141380670611,3,1.0
443,2020-01-01 00:09:59,gw_main,devC,0,868300000.0,7,125.0,-104.47653957828493,-6.015571178304653,"(-8.0, -6.0]",23.0,0.061695999999999994,0.5533980582524272,1.6460552361202754,0.7476102599679519,3,1.0
444,2020-01-01 00:10:01,gw_main,devA,0,867300000.0,11,125.0,-113.70400571679298,3.4840306853830625,"(2.0, 4.0]",24.0,0.8232959999999999,0.9523809523809523,1.0498866213151927,0.9142540770975055,3,1.0
445,2020-01-01 00:10:02,gw_main,devC,1,867300000.0,9,125.0,-92.34979613568842,-0.33084199692605043,"(-2.0, 0.0]",27.0,0.22630399999999998,0.826530612244898,1.203561016243232,0.4759316884631403,3,1.0
446,2020-01-01 00:10:03,gw_main,devC,1,868300000.0,7,125.0,-103.03165605262247,1.8504577585020512,"(0.0, 2.0]",45.0,0.092416,0.9215686274509803,1.0845828527489427,0.184815661668589,3,1.0
447,2020-01-01 00:10:06,gw_main,devB,0,867300000.0,10,125.0,-114.29485840072792,-3.5991426823891652,"(-4.0, -2.0]",37.0,0.49356799999999995,0.6428571428571429,1.4846938775510203,1.2174912653061223,3,1.0
448,2020-01-01 00:10:07,gw_main,devB,0,868300000.0,7,125.0,-97.87783432691731,-5.185272688420019,"(-6.0, -4.0]",25.0,0.061695999999999994,0.6124031007751938,1.537828255513491,0.6327061075656514,3,1.0
449,2020-01-01 00:10:08,gw_main,devB,0,867100000.0,7,125.0,-104.0385122889916,-13.53009003877476,"(-14.0, -12.0]",57.0,0.107776,0.2916666666666667,2.210069444444444,1.4482618888888885,3,1.0
450,2020-01-01 00:10:09,gw_main,devC,1,867300000.0,11,125.0,-103.698728349125,-2.009240892822308,"(-4.0, -2.0]",31.0,0.9052159999999999,0.7407407407407407,1.3264746227709192,1.5272206748971195,3,1.0
451,2020-01-01 00:10:10,gw_main,devB,1,868300000.0,10,125.0,-119.543088485844,5.383825728997145,"(4.0, 6.0]",45.0,0.575488,0.9736842105263158,1.0270083102493075,0.6180392686980609,3,1.0
452,2020-01-01 00:10:11,gw_main,devC,1,867300000.0,11,125.0,-113.32913370081219,2.2859863311824293,"(2.0, 4.0]",56.0,1.396736,0.9523809523809523,1.0498866213151927,1.5163010612244898,3,1.0
453,2020-01-01 00:10:12,gw_main,devB,1,867300000.0,8,125.0,-106.20002997723603,-3.6056796579948376,"(-4.0, -2.0]",51.0,0.184832,0.7203389830508474,1.3578713013501866,0.6088493697213444,3,1.0
454,2020-01-01 00:10:14,gw_main,devA,0,867100000.0,11,125.0,-92.75001809504452,4.540800481428053,"(4.0, 6.0]",27.0,0.8232959999999999,0.8571428571428571,1.1632653061224492,1.120976979591837,3,1.0
455,2020-01-01 00:10:15,gw_main,devA,0,867100000.0,9,125.0,-109.53429730982405,-16.56250717592516,"(-18.0, -16.0]",21.0,0.18534399999999998,0.7518573551263001,1.309717417078615,0.5524656820296338,3,1.0
456,2020-01-01 00:10:17,gw_main,devA,1,868300000.0,7,125.0,-108.94248852064311,3.259200883088627,"(2.0, 4.0]",56.0,0.107776,0.952054794520548,1.0502439482079189,0.16343503996997555,3,1.0
457,2020-01-01 00:10:18,gw_main,devA,0,868300000.0,7,125.0,-117.60237487105796,4.09277175140505,"(4.0, 6.0]",26.0,0.061695999999999994,0.976,1.024576,0.08778824089599992,3,1.0
458,2020-01-01 00:10:20,gw_main,devB,1,867900000.0,7,125.0,-105.35385822037564,6.810274074578883,"(6.0, 8.0]",32.0,0.071936,0.9651162790697675,1.0361005949161708,0.11063352731206046,3,1.0
459,2020-01-01 00:10:21,gw_main,devB,1,867300000.0,8,125.0,-91.0669258821445,1.875377008477483,"(0.0, 2.0]",62.0,0.205312,0.9338842975206612,1.0704869885936752,0.2902708131958198,3,1.0
460,2020-01-01 00:10:23,gw_main,devB,1,867100000.0,10,125.0,-110.90538010083189,4.721672087967599,"(4.0, 6.0]",46.0,0.575488,0.9736842105263158,1.0270083102493075,0.6180392686980609,3,1.0
461,2020-01-01 00:10:24,gw_main,devC,1,867900000.0,8,125.0,-114.04600592307737,-3.2359619684540437,"(-4.0, -2.0]",41.0,0.154112,0.7203389830508474,1.3578713013501866,0.5671355633438666,3,1.0
462,2020-01-01 00:10:26,gw_main,devA,1,867300000.0,11,125.0,-111.14482531080577,5.437434018471221,"(4.0, 6.0]",47.0,1.232896,0.8571428571428571,1.1632653061224492,1.5974504489795922,3,1.0
463,2020-01-01 00:10:28,gw_main,devB,0,867100000.0,12,125.0,-98.81586043229888,-0.955603834390452,"(-2.0, 0.0]",50.0,2.301952,0.7,1.3900000000000001,3.5897132800000002,3,1.0
464,2020-01-01 00:10:30,gw_main,devC,1,867900000.0,8,125.0,-110.85543176539407,1.1908811627260738,"(0.0, 2.0]",76.0,0.246272,0.9338842975206612,1.0704869885936752,0.3341179602486168,3,1.0
465,2020-01-01 00:10:31,gw_main,devC,1,867900000.0,9,125.0,-115.49173177810606,8.05922216404834,"(8.0, 10.0]",48.0,0.308224,0.9655172413793104,1.0356718192627823,0.3548907300832341,3,1.0
466,2020-01-01 00:10:34,gw_main,devA,0,867300000.0,11,125.0,-109.53217176024613,-5.799943304572503,"(-6.0, -4.0]",38.0,1.069056,0.3939393939393939,1.9733700642791552,3.0830131717171714,3,1.0
467,2020-01-01 00:10:35,gw_main,devA,1,868300000.0,8,125.0,-110.14030085335743,-1.1162177744219708,"(-2.0, 0.0]",73.0,0.236032,0.926605504587156,1.07878124736975,0.33340814274892683,3,1.0
468,2020-01-01 00:10:37,gw_main,devB,1,867900000.0,7,125.0,-121.4374728655674,4.71903434457732,"(4.0, 6.0]",54.0,0.102656,0.976,1.024576,0.12975487385599993,3,1.0
469,2020-01-01 00:10:38,gw_main,devB,1,867900000.0,9,125.0,-98.26454925609072,6.271562261869669,"(6.0, 8.0]",56.0,0.349184,0.9761904761904762,1.02437641723356,0.38207227210884354,3,1.0
470,2020-01-01 00:10:39,gw_main,devB,0,867100000.0,7,125.0,-109.09093864929196,-9.056666148709395,"(-10.0, -8.0]",64.0,0.118016,0.32727272727272727,2.1252892561983474,1.3761073930578516,3,1.0
471,2020-01-01 00:10:41,gw_main,devA,1,868300000.0,7,125.0,-112.58037441008416,2.0211148726587727,"(2.0, 4.0]",54.0,0.102656,0.952054794520548,1.0502439482079189,0.158057790955151,3,1.0
472,2020-01-01 00:10:42,gw_main,devB,0,867100000.0,8,125.0,-102.57699224279709,-3.952161875314889,"(-4.0, -2.0]",50.0,0.174592,0.7203389830508474,1.3578713013501866,0.5949447675955184,3,1.0
473,2020-01-01 00:10:43,gw_main,devA,1,867100000.0,7,125.0,-98.82035776736993,-9.134566653885859,"(-10.0, -8.0]",79.0,0.143616,0.32727272727272727,2.1252892561983474,1.4305147980165294,3,1.0
474,2020-01-01 00:10:44,gw_main,devC,1,867300000.0,7,125.0,-83.89268961264062,6.230879832140875,"(6.0, 8.0]",34.0,0.077056,0.9651162790697675,1.0361005949161708,0.11593836235803125,3,1.0
475,2020-01-01 00:10:45,gw_main,devA,1,867900000.0,10,125.0,-113.13098856532135,2.9638205049218893,"(2.0, 4.0]",31.0,0.45260799999999995,0.9767441860465116,1.0237966468361277,0.48717519956733374,3,1.0
476,2020-01-01 00:10:46,gw_main,devB,1,867900000.0,7,125.0,-107.23246253124944,2.959064981164483,"(2.0, 4.0]",67.0,0.123136,0.952054794520548,1.0502439482079189,0.17956678701444917,3,1.0
477,2020-01-01 00:10:48,gw_main,devC,1,868300000.0,10,125.0,-111.24197736750041,6.173630713003926,"(6.0, 8.0]",50.0,0.616448,0.9666666666666667,1.0344444444444445,0.6721256533333334,3,1.0
478,2020-01-01 00:10:49,gw_main,devC,1,868300000.0,7,125.0,-106.92496309178928,-1.4397599785627215,"(-2.0, 0.0]",26.0,0.061695999999999994,0.8554216867469879,1.165481201916098,0.23738673014951361,3,1.0
479,2020-01-01 00:10:51,gw_main,devB,1,868300000.0,8,125.0,-109.06474093385023,-5.469990905655734,"(-6.0, -4.0]",54.0,0.184832,0.6025641025641025,1.5553911900065749,0.8428772544378702,3,1.0
480,2020-01-01 00:10:52,gw_main,devA,1,867100000.0,7,125.0,-121.06839233826604,-5.124812686102805,"(-6.0, -4.0]",40.0,0.082176,0.6124031007751938,1.537828255513491,0.6642008302385676,3,1.0
481,2020-01-01 00:10:53,gw_main,devA,1,867900000.0,10,125.0,-103.80190196699306,1.2279792635861781,"(0.0, 2.0]",40.0,0.534528,0.8888888888888888,1.1234567901234567,0.7239759012345677,3,1.0
482,2020-01-01 00:10:54,gw_main,devA,1,867300000.0,7,125.0,-118.73037104695842,-4.2139928747823525,"(-6.0, -4.0]",62.0,0.118016,0.6124031007751938,1.537828255513491,0.7193165949161712,3,1.0
483,2020-01-01 00:10:55,gw_main,devC,1,868300000.0,9,125.0,-106.8538153726197,4.052706392212983,"(4.0, 6.0]",59.0,0.369664,0.9516129032258065,1.0507284079084287,0.4391448740894901,3,1.0
484,2020-01-01 00:10:56,gw_main,devB,1,868300000.0,7,125.0,-97.31796318988923,1.560526464774322,"(0.0, 2.0]",77.0,0.13849599999999998,0.9215686274509803,1.0845828527489427,0.23479323952326028,3,1.0
485,2020-01-01 00:10:58,gw_main,devC,1,867900000.0,7,125.0,-107.23924021017156,0.4371936056706014,"(0.0, 2.0]",58.0,0.112896,0.9215686274509803,1.0845828527489427,0.20702791849288738,3,1.0
486,2020-01-01 00:10:59,gw_main,devC,1,867900000.0,10,125.0,-104.37220060579801,-2.1076661291242,"(-4.0, -2.0]",53.0,0.616448,0.6428571428571429,1.4846938775510203,1.3999304489795916,3,1.0
487,2020-01-01 00:11:00,gw_main,devA,1,867900000.0,8,125.0,-106.49294733320647,5.494996975062283,"(4.0, 6.0]",48.0,0.174592,0.975609756097561,1.0249851279000597,0.20393933135038692,3,1.0
488,2020-01-01 00:11:01,gw_main,devB,1,867900000.0,9,125.0,-110.1541549122216,-3.795317899069226,"(-4.0, -2.0]",66.0,0.390144,0.7241379310344828,1.351961950059453,0.8794217931034484,3,1.0
489,2020-01-01 00:11:02,gw_main,devB,1,867100000.0,7,125.0,-105.94229607589332,-2.6350385728372796,"(-4.0, -2.0]",73.0,0.133376,0.8152866242038217,1.2188324069941985,0.38139539810945666,3,1.0
490,2020-01-01 00:11:03,gw_main,devA,1,868300000.0,7,125.0,-100.17844605723906,7.267421432258008,"(6.0, 8.0]",31.0,0.071936,0.9651162790697675,1.0361005949161708,0.11063352731206046,3,1.0
491,2020-01-01 00:11:05,gw_main,devB,1,867300000.0,9,125.0,-107.5332865456451,11.994051985367616,"(10.0, 12.0]",65.0,0.390144,0.95,1.0525,0.46312655999999996,3,1.0
492,2020-01-01 00:11:08,gw_main,devB,1,867300000.0,7,125.0,-116.50205512403173,9.200751973695963,"(8.0, 10.0]",69.0,0.12825599999999998,0.9811320754716981,1.0192239231043076,0.14994550658597372,3,1.0
493,2020-01-01 00:11:09,gw_main,devA,0,867300000.0,11,125.0,-99.42704859683846,-0.7466088374677875,"(-2.0, 0.0]",76.0,1.724416,0.7209302325581395,1.3569497025419146,2.696895480800433,3,1.0
494,2020-01-01 00:11:10,gw_main,devB,0,867900000.0,7,125.0,-100.0375884610775,-5.8580948228241985,"(-6.0, -4.0]",38.0,0.082176,0.6124031007751938,1.537828255513491,0.6642008302385676,3,1.0
495,2020-01-01 00:11:12,gw_main,devB,1,867900000.0,9,125.0,-106.17368815982812,2.709100683192789,"(2.0, 4.0]",62.0,0.369664,0.9358974358974359,1.0682117028270874,0.4630911137409599,3,1.0
496,2020-01-01 00:11:13,gw_main,devC,1,867900000.0,7,125.0,-111.68517711693246,-4.974897706909489,"(-6.0, -4.0]",78.0,0.13849599999999998,0.6124031007751938,1.537828255513491,0.7508113175890874,3,1.0
497,2020-01-01 00:11:15,gw_main,devB,0,868300000.0,9,125.0,-95.26680178806191,-8.620377087324608,"(-10.0, -8.0]",48.0,0.308224,0.36666666666666664,2.034444444444444,1.6615090488888884,3,1.0
498,2020-01-01 00:11:16,gw_main,devB,1,868300000.0,8,125.0,-99.1065285079089,3.9925757050339743,"(2.0, 4.0]",72.0,0.236032,0.9166666666666666,1.0902777777777777,0.3476182222222221,3,1.0
499,2020-01-01 00:11:17,gw_main,devA,0,867900000.0,8,125.0,-110.3543143957223,-4.550259097871062,"(-6.0, -4.0]",36.0,0.143872,0.6025641025641025,1.5553911900065749,0.7791684312952009,3,1.0
500,2020-01-01 00:11:18,gw_main,devC,1,867300000.0,8,125.0,-105.02440745672247,-0.8480825542266835,"(-2.0, 0.0]",55.0,0.195072,0.926605504587156,1.07878124736975,0.2892212628566619,3,1.0
501,2020-01-01 00:11:19,gw_main,devC,1,867300000.0,7,125.0,-113.67701245131748,1.275352106027031,"(0.0, 2.0]",61.0,0.112896,0.9215686274509803,1.0845828527489427,0.20702791849288738,3,1.0
502,2020-01-01 00:11:21,gw_main,devB,0,867100000.0,8,125.0,-105.24348110322714,-2.009416792280845,"(-4.0, -2.0]",47.0,0.174592,0.7203389830508474,1.3578713013501866,0.5949447675955184,3,1.0
503,2020-01-01 00:11:22,gw_main,devB,1,867900000.0,7,125.0,-103.25791848272382,2.9922942028836106,"(2.0, 4.0]",47.0,0.092416,0.952054794520548,1.0502439482079189,0.14730329292550193,3,1.0
504,2020-01-01 00:11:23,gw_main,devA,1,867100000.0,7,125.0,-101.18042589003129,-5.340361752725057,"(-6.0, -4.0]",37.0,0.082176,0.6124031007751938,1.537828255513491,0.6642008302385676,3,1.0
505,2020-01-01 00:11:24,gw_main,devB,1,867900000.0,8,125.0,-105.13665153276689,-2.1702841540680713,"(-4.0, -2.0]",71.0,0.236032,0.7203389830508474,1.3578713013501866,0.6783723803504739,3,1.0
506,2020-01-01 00:11:25,gw_main,devC,0,868300000.0,9,125.0,-88.29908261575527,-6.146493526727224,"(-8.0, -6.0]",44.0,0.287744,0.41304347826086957,1.9314744801512285,1.4872446729678637,3,1.0
507,2020-01-01 00:11:26,gw_main,devA,1,867300000.0,8,125.0,-114.51096693361907,6.790603298171501,"(6.0, 8.0]",72.0,0.236032,0.9850746268656716,1.0151481398975275,0.2547555856538207,3,1.0
508,2020-01-01 00:11:27,gw_main,devC,1,867300000.0,7,125.0,-94.63707490072672,-0.16249936840194734,"(-2.0, 0.0]",71.0,0.12825599999999998,0.8554216867469879,1.165481201916098,0.3149611589490491,3,1.0
509,2020-01-01 00:11:28,gw_main,devB,0,867100000.0,9,125.0,-109.52180623062442,-4.435844925781797,"(-6.0, -4.0]",52.0,0.328704,0.4411764705882353,1.871107266435986,1.4861477093425604,3,1.0
510,2020-01-01 00:11:29,gw_main,devB,1,868300000.0,10,125.0,-97.89762156157538,-2.114230788390879,"(-4.0, -2.0]",32.0,0.45260799999999995,0.6428571428571429,1.4846938775510203,1.1566782040816324,3,1.0
511,2020-01-01 00:11:30,gw_main,devB,1,867100000.0,9,125.0,-113.97208539160029,-1.3303708843396498,"(-2.0, 0.0]",31.0,0.24678399999999998,0.826530612244898,1.203561016243232,0.5005806180758017,3,1.0
512,2020-01-01 00:11:33,gw_main,devB,0,867100000.0,10,125.0,-119.85966828236323,-6.223235049752514,"(-8.0, -6.0]",21.0,0.37068799999999996,0.25,2.3125,2.1697159999999998,3,1.0
513,2020-01-01 00:11:34,gw_main,devB,1,867900000.0,8,125.0,-94.63370023917467,-2.2686435093449826,"(-4.0, -2.0]",66.0,0.215552,0.7203389830508474,1.3578713013501866,0.650563176098822,3,1.0
514,2020-01-01 00:11:38,gw_main,devC,1,868300000.0,8,125.0,-107.0747980680875,4.271997494465037,"(4.0, 6.0]",74.0,0.236032,0.975609756097561,1.0249851279000597,0.2669144176085666,3,1.0
515,2020-01-01 00:11:39,gw_main,devB,1,867900000.0,8,125.0,-117.87522541418191,12.344617017782017,"(12.0, 14.0]",35.0,0.143872,0.9375,1.06640625,0.21983225,3,1.0
516,2020-01-01 00:11:40,gw_main,devA,0,867300000.0,9,125.0,-109.95172657318184,-1.4024635606523406,"(-2.0, 0.0]",41.0,0.287744,0.826530612244898,1.203561016243232,0.5498784773011245,3,1.0
517,2020-01-01 00:11:42,gw_main,devA,1,868300000.0,8,125.0,-120.38148301417665,7.271661259331374,"(6.0, 8.0]",40.0,0.154112,0.9850746268656716,1.0151481398975275,0.17159465003341526,3,1.0
518,2020-01-01 00:11:43,gw_main,devC,1,868300000.0,7,125.0,-114.41262810197404,2.9650529887976558,"(2.0, 4.0]",21.0,0.056575999999999994,0.952054794520548,1.0502439482079189,0.1096625498217301,3,1.0
519,2020-01-01 00:11:44,gw_main,devA,1,867900000.0,7,125.0,-105.77884105882268,4.027998931935341,"(4.0, 6.0]",51.0,0.102656,0.976,1.024576,0.12975487385599993,3,1.0
520,2020-01-01 00:11:45,gw_main,devA,0,867100000.0,12,125.0,-101.96943740879942,-3.0493343956834833,"(-4.0, -2.0]",70.0,2.957312,0.5,1.75,5.9252959999999995,3,1.0
521,2020-01-01 00:11:46,gw_main,devA,1,868300000.0,8,125.0,-109.78158443445624,11.545218794056453,"(10.0, 12.0]",23.0,0.11315199999999999,0.9583333333333334,1.0434027777777777,0.16146588888888877,3,1.0
522,2020-01-01 00:11:47,gw_main,devB,1,867300000.0,9,125.0,-93.68627436208234,10.257544809561962,"(10.0, 12.0]",44.0,0.287744,0.95,1.0525,0.35535056,3,1.0
523,2020-01-01 00:11:48,gw_main,devC,1,867100000.0,7,125.0,-110.29521878847808,3.3956867332364995,"(2.0, 4.0]",49.0,0.097536,0.952054794520548,1.0502439482079189,0.15268054194032646,3,1.0
524,2020-01-01 00:11:49,gw_main,devC,1,867300000.0,8,125.0,-100.43927686508562,4.105739028883425,"(4.0, 6.0]",65.0,0.215552,0.975609756097561,1.0249851279000597,0.24592272218917335,3,1.0
525,2020-01-01 00:11:50,gw_main,devA,0,867100000.0,9,125.0,-94.416115195457,-12.163565233458215,"(-14.0, -12.0]",51.0,0.328704,0.06666666666666667,2.8044444444444445,2.7262765511111113,3,1.0
526,2020-01-01 00:11:51,gw_main,devA,1,867900000.0,9,125.0,-112.61016709307361,3.8262587609832495,"(2.0, 4.0]",69.0,0.410624,0.9358974358974359,1.0682117028270874,0.5068450650887574,3,1.0
527,2020-01-01 00:11:52,gw_main,devB,1,867100000.0,11,125.0,-95.75622053702438,-1.1646515233519383,"(-2.0, 0.0]",57.0,1.396736,0.7209302325581395,1.3569497025419146,2.2522502022714983,3,1.0
528,2020-01-01 00:11:53,gw_main,devA,0,868300000.0,8,125.0,-106.96178482478176,2.603434234969333,"(2.0, 4.0]",41.0,0.154112,0.9166666666666666,1.0902777777777777,0.25830266666666657,3,1.0
529,2020-01-01 00:11:54,gw_main,devB,1,867900000.0,7,125.0,-113.12876786271376,4.094756471076587,"(4.0, 6.0]",77.0,0.13849599999999998,0.976,1.024576,0.1664756776959999,3,1.0
530,2020-01-01 00:11:55,gw_main,devC,1,868300000.0,7,125.0,-91.78047382011125,-2.047750608649652,"(-4.0, -2.0]",65.0,0.123136,0.8152866242038217,1.2188324069941985,0.36891455426183606,3,1.0
531,2020-01-01 00:12:00,gw_main,devA,1,867100000.0,9,125.0,-105.87120165602975,-3.627059064565167,"(-4.0, -2.0]",36.0,0.267264,0.7241379310344828,1.351961950059453,0.7132927086801428,3,1.0
532,2020-01-01 00:12:01,gw_main,devA,0,867900000.0,9,125.0,-86.59441883650126,-2.049445531531128,"(-4.0, -2.0]",68.0,0.410624,0.7241379310344828,1.351961950059453,0.9071099738406659,3,1.0
533,2020-01-01 00:12:02,gw_main,devA,0,868300000.0,7,125.0,-106.66630841028683,-13.857125743595649,"(-14.0, -12.0]",35.0,0.077056,0.2916666666666667,2.210069444444444,1.3803685555555554,3,1.0
534,2020-01-01 00:12:03,gw_main,devA,1,867300000.0,7,125.0,-111.37266886644201,7.301682763389104,"(6.0, 8.0]",43.0,0.087296,0.9651162790697675,1.0361005949161708,0.12654803244997284,3,1.0
535,2020-01-01 00:12:04,gw_main,devA,1,868300000.0,8,125.0,-105.38035030377641,1.5200766139588437,"(0.0, 2.0]",38.0,0.143872,0.9338842975206612,1.0704869885936752,0.22450009261662443,3,1.0
536,2020-01-01 00:12:05,gw_main,devC,1,867100000.0,7,125.0,-106.56849142407883,6.668395577513184,"(6.0, 8.0]",25.0,0.061695999999999994,0.9651162790697675,1.0361005949161708,0.10002385722011886,3,1.0
537,2020-01-01 00:12:06,gw_main,devC,1,867900000.0,7,125.0,-109.39950259392656,11.879050978859615,"(10.0, 12.0]",35.0,0.077056,0.9696969696969697,1.0312213039485765,0.11068309274563798,3,1.0
538,2020-01-01 00:12:07,gw_main,devA,1,868300000.0,9,125.0,-108.0583843760104,0.13555873537650445,"(0.0, 2.0]",43.0,0.287744,0.8987341772151899,1.1115205896490947,0.4313539701970838,3,1.0
539,2020-01-01 00:12:08,gw_main,devA,1,867300000.0,9,125.0,-117.2360551628024,-10.814617535043453,"(-12.0, -10.0]",66.0,0.390144,0.23809523809523808,2.3424036281179133,2.2562783492063483,3,1.0
540,2020-01-01 00:12:09,gw_main,devA,1,867900000.0,7,125.0,-100.28783989961687,-5.363321102277508,"(-6.0, -4.0]",32.0,0.071936,0.6124031007751938,1.537828255513491,0.6484534689021095,3,1.0
541,2020-01-01 00:12:11,gw_main,devA,0,867300000.0,10,125.0,-95.98895893493052,-3.011247858869994,"(-4.0, -2.0]",51.0,0.616448,0.6428571428571429,1.4846938775510203,1.3999304489795916,3,1.0
542,2020-01-01 00:12:12,gw_main,devA,1,868300000.0,8,125.0,-99.51285355319028,0.4778878683958649,"(0.0, 2.0]",70.0,0.225792,0.9338842975206612,1.0704869885936752,0.31219438672221833,3,1.0
543,2020-01-01 00:12:14,gw_main,devC,1,867100000.0,9,125.0,-108.92859556878476,2.0548529600493133,"(2.0, 4.0]",70.0,0.410624,0.9358974358974359,1.0682117028270874,0.5068450650887574,3,1.0
544,2020-01-01 00:12:16,gw_main,devA,1,867100000.0,12,125.0,-105.51388772809416,1.784191576800068,"(0.0, 2.0]",66.0,2.957312,0.8,1.24,3.9070668799999995,3,1.0
545,2020-01-01 00:12:17,gw_main,devB,1,867300000.0,7,125.0,-90.27736944052023,-0.6569468710618884,"(-2.0, 0.0]",75.0,0.133376,0.8554216867469879,1.165481201916098,0.32092842270285954,3,1.0
