record_id,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,fwi_source,ground_truth_tier,danger_class,danger_label,criticality,deadline_s,iot_fwi,iot_transmit,iot_gate_decision,source
156,19.0,28.1,12.2,1.06,82.7,51.3,105.0,7.6,50.5,18.3,provided,1,1,Moderate,0.35,5.640159571160261,18.3,1,transmit_to_edge,synthetic_fallback
157,23.5,43.8,23.4,0.85,87.3,39.9,229.8,12.4,39.1,22.9,provided,2,2,High,0.55,3.1811399988150706,22.9,1,transmit_to_edge,synthetic_fallback
158,43.2,98.0,15.5,1.65,87.9,29.0,155.1,6.2,42.5,14.4,provided,1,1,Moderate,0.35,5.640159571160261,14.4,1,transmit_to_edge,synthetic_fallback
159,24.6,50.5,14.7,0.24,95.5,44.5,189.3,10.6,38.7,20.4,provided,1,1,Moderate,0.35,5.640159571160261,20.4,1,transmit_to_edge,synthetic_fallback
160,21.6,46.7,29.0,0.28,88.0,38.3,135.2,14.3,14.2,15.7,provided,1,1,Moderate,0.35,5.640159571160261,15.7,1,transmit_to_edge,synthetic_fallback
161,32.7,63.7,14.6,1.11,94.7,45.5,137.3,7.2,44.6,16.5,provided,1,1,Moderate,0.35,5.640159571160261,16.5,1,transmit_to_edge,synthetic_fallback
162,41.3,67.6,8.9,0.19,95.0,67.5,188.9,12.6,52.3,26.7,provided,2,2,High,0.55,3.1811399988150706,26.7,1,transmit_to_edge,synthetic_fallback
163,18.4,27.5,7.8,0.03,90.8,41.6,156.4,5.2,34.6,11.2,provided,1,1,Moderate,0.35,5.640159571160261,11.2,1,transmit_to_edge,synthetic_fallback
164,28.3,47.4,19.3,0.52,97.5,72.0,151.5,9.2,68.4,24.6,provided,2,2,High,0.55,3.1811399988150706,24.6,1,transmit_to_edge,synthetic_fallback
165,24.9,72.2,19.1,0.13,80.9,28.5,134.6,11.0,24.5,16.7,provided,1,1,Moderate,0.35,5.640159571160261,16.7,1,transmit_to_edge,synthetic_fallback
166,15.9,57.9,7.4,0.49,84.2,14.3,75.5,2.3,23.1,4.1,provided,0,0,Low,0.2,10.0,4.1,0,local_low_no_transmit,synthetic_fallback
167,35.9,54.7,10.1,0.74,94.3,51.0,207.6,6.1,45.6,14.8,provided,1,1,Moderate,0.35,5.640159571160261,14.8,1,transmit_to_edge,synthetic_fallback
168,29.8,86.2,20.7,0.28,70.8,22.5,95.4,6.9,14.4,8.8,provided,0,0,Low,0.2,10.0,8.8,0,local_low_no_transmit,synthetic_fallback
169,30.6,37.1,21.0,0.97,99.0,65.2,266.1,9.4,62.4,23.8,provided,2,2,High,0.55,3.1811399988150706,23.8,1,transmit_to_edge,synthetic_fallback
170,24.0,53.8,12.5,0.45,80.0,36.9,143.9,7.7,27.8,13.6,provided,1,1,Moderate,0.35,5.640159571160261,13.6,1,transmit_to_edge,synthetic_fallback
171,33.6,40.6,21.4,0.25,99.0,86.5,155.5,12.7,75.4,32.2,provided,2,2,High,0.55,3.1811399988150706,32.2,1,transmit_to_edge,synthetic_fallback
172,25.7,84.8,21.0,0.2,56.7,30.3,72.0,12.0,31.7,20.2,provided,1,1,Moderate,0.35,5.640159571160261,20.2,1,transmit_to_edge,synthetic_fallback
173,28.9,9.1,4.5,0.1,99.0,81.2,270.0,8.5,69.5,23.4,provided,2,2,High,0.55,3.1811399988150706,23.4,1,transmit_to_edge,synthetic_fallback
174,21.1,37.3,14.8,0.16,93.9,45.0,207.5,12.3,46.6,24.8,provided,2,2,High,0.55,3.1811399988150706,24.8,1,transmit_to_edge,synthetic_fallback
175,20.3,40.4,19.9,0.89,89.6,26.3,139.8,11.9,30.0,19.6,provided,1,1,Moderate,0.35,5.640159571160261,19.6,1,transmit_to_edge,synthetic_fallback
176,40.7,66.6,13.0,0.6,99.0,55.1,194.9,8.1,45.3,18.1,provided,1,1,Moderate,0.35,5.640159571160261,18.1,1,transmit_to_edge,synthetic_fallback
177,25.9,65.3,2.0,0.64,85.0,16.0,72.2,7.3,21.9,11.4,provided,1,1,Moderate,0.35,5.640159571160261,11.4,1,transmit_to_edge,synthetic_fallback
178,32.3,82.7,15.0,0.06,81.2,44.6,155.2,8.0,36.5,16.1,provided,1,1,Moderate,0.35,5.640159571160261,16.1,1,transmit_to_edge,synthetic_fallback
179,29.7,17.4,22.3,1.51,99.0,69.7,236.4,10.2,64.4,25.6,provided,2,2,High,0.55,3.1811399988150706,25.6,1,transmit_to_edge,synthetic_fallback
180,26.5,68.5,28.1,0.46,79.5,55.8,124.7,16.3,36.2,26.7,provided,2,2,High,0.55,3.1811399988150706,26.7,1,transmit_to_edge,synthetic_fallback
181,25.9,45.5,1.7,3.36,67.8,24.1,42.9,3.9,19.1,6.1,provided,0,0,Low,0.2,10.0,6.1,0,local_low_no_transmit,synthetic_fallback
182,35.0,37.4,35.3,0.52,99.0,88.6,306.6,16.8,79.3,39.7,provided,3,3,Very High,0.75,1.7942137211517566,39.7,1,transmit_to_edge,synthetic_fallback
183,27.6,63.9,9.1,0.16,84.5,38.5,117.0,9.0,25.7,14.7,provided,1,1,Moderate,0.35,5.640159571160261,14.7,1,transmit_to_edge,synthetic_fallback
184,28.8,31.8,23.7,0.49,93.3,69.0,182.8,14.2,52.5,29.1,provided,2,2,High,0.55,3.1811399988150706,29.1,1,transmit_to_edge,synthetic_fallback
185,30.2,6.3,25.6,0.46,99.0,95.6,339.3,10.3,78.3,28.4,provided,2,2,High,0.55,3.1811399988150706,28.4,1,transmit_to_edge,synthetic_fallback
186,39.4,43.9,23.9,0.91,99.0,82.9,240.0,12.2,74.1,31.1,provided,2,2,High,0.55,3.1811399988150706,31.1,1,transmit_to_edge,synthetic_fallback
187,35.4,19.0,18.0,0.05,99.0,81.1,327.0,8.5,66.6,22.9,provided,2,2,High,0.55,3.1811399988150706,22.9,1,transmit_to_edge,synthetic_fallback
188,33.1,37.7,8.9,0.22,99.0,69.0,244.6,8.3,63.1,21.9,provided,2,2,High,0.55,3.1811399988150706,21.9,1,transmit_to_edge,synthetic_fallback
189,25.5,60.2,21.4,0.47,81.8,65.8,189.4,9.5,66.4,24.7,provided,2,2,High,0.55,3.1811399988150706,24.7,1,transmit_to_edge,synthetic_fallback
190,18.9,58.9,12.0,0.2,66.3,25.0,136.9,10.2,27.4,16.7,provided,1,1,Moderate,0.35,5.640159571160261,16.7,1,transmit_to_edge,synthetic_fallback
191,37.6,86.9,1.0,0.22,73.0,29.7,102.1,5.2,12.6,6.4,provided,0,0,Low,0.2,10.0,6.4,0,local_low_no_transmit,synthetic_fallback
192,37.7,47.6,36.8,0.79,99.0,69.3,267.5,14.8,62.2,32.5,provided,2,2,High,0.55,3.1811399988150706,32.5,1,transmit_to_edge,synthetic_fallback
193,28.9,18.3,22.0,0.64,97.1,60.2,222.9,11.8,60.9,27.6,provided,2,2,High,0.55,3.1811399988150706,27.6,1,transmit_to_edge,synthetic_fallback
194,34.3,35.4,29.7,0.16,99.0,92.1,345.7,12.1,78.4,31.7,provided,2,2,High,0.55,3.1811399988150706,31.7,1,transmit_to_edge,synthetic_fallback
195,36.3,31.8,10.6,0.05,99.0,76.9,289.1,8.8,76.3,25.2,provided,2,2,High,0.55,3.1811399988150706,25.2,1,transmit_to_edge,synthetic_fallback
196,36.6,25.2,27.3,0.02,99.0,94.3,374.0,15.2,88.8,39.3,provided,3,3,Very High,0.75,1.7942137211517566,39.3,1,transmit_to_edge,synthetic_fallback
197,37.4,61.6,28.1,1.78,85.2,71.3,181.7,13.1,60.7,29.5,provided,2,2,High,0.55,3.1811399988150706,29.5,1,transmit_to_edge,synthetic_fallback
198,26.4,37.8,27.9,0.39,96.0,86.6,150.9,9.6,63.3,24.4,provided,2,2,High,0.55,3.1811399988150706,24.4,1,transmit_to_edge,synthetic_fallback
199,42.1,8.5,16.9,0.23,99.0,96.6,427.5,9.8,84.4,28.7,provided,2,2,High,0.55,3.1811399988150706,28.7,1,transmit_to_edge,synthetic_fallback
200,20.0,67.3,8.6,0.21,76.6,30.3,82.4,7.8,22.7,12.4,provided,1,1,Moderate,0.35,5.640159571160261,12.4,1,transmit_to_edge,synthetic_fallback
201,36.9,49.5,15.8,0.23,97.0,72.4,243.2,10.8,62.2,26.2,provided,2,2,High,0.55,3.1811399988150706,26.2,1,transmit_to_edge,synthetic_fallback
202,34.0,59.9,1.6,0.57,79.3,46.9,160.5,7.0,44.3,16.0,provided,1,1,Moderate,0.35,5.640159571160261,16.0,1,transmit_to_edge,synthetic_fallback
203,37.0,54.3,5.1,0.04,99.0,63.2,234.5,4.1,58.6,12.4,provided,1,1,Moderate,0.35,5.640159571160261,12.4,1,transmit_to_edge,synthetic_fallback
204,45.0,65.9,17.6,1.34,99.0,60.6,238.9,11.3,51.4,24.6,provided,2,2,High,0.55,3.1811399988150706,24.6,1,transmit_to_edge,synthetic_fallback
205,41.9,52.8,10.1,0.69,99.0,81.5,181.2,6.7,64.5,19.0,provided,1,1,Moderate,0.35,5.640159571160261,19.0,1,transmit_to_edge,synthetic_fallback
206,20.8,79.2,15.8,0.92,62.7,17.2,87.1,8.3,19.6,12.0,provided,1,1,Moderate,0.35,5.640159571160261,12.0,1,transmit_to_edge,synthetic_fallback
207,16.5,61.3,16.2,0.73,73.1,21.4,54.3,9.5,4.2,6.8,provided,0,0,Low,0.2,10.0,6.8,0,local_low_no_transmit,synthetic_fallback
208,36.5,60.6,30.5,0.59,99.0,75.3,210.9,16.2,55.6,32.7,provided,2,2,High,0.55,3.1811399988150706,32.7,1,transmit_to_edge,synthetic_fallback
209,21.9,61.0,26.1,0.23,87.7,46.1,199.4,11.6,35.7,20.9,provided,1,1,Moderate,0.35,5.640159571160261,20.9,1,transmit_to_edge,synthetic_fallback
210,29.9,20.0,16.7,1.49,92.9,70.1,268.6,9.8,60.2,24.1,provided,2,2,High,0.55,3.1811399988150706,24.1,1,transmit_to_edge,synthetic_fallback
211,36.7,48.4,25.5,0.01,99.0,77.1,253.2,10.9,63.2,26.6,provided,2,2,High,0.55,3.1811399988150706,26.6,1,transmit_to_edge,synthetic_fallback
212,16.8,46.3,11.5,1.13,73.3,41.2,27.4,3.8,26.4,7.3,provided,0,0,Low,0.2,10.0,7.3,0,local_low_no_transmit,synthetic_fallback
213,13.1,56.6,14.6,0.65,62.4,20.3,69.2,8.8,10.5,9.3,provided,0,0,Low,0.2,10.0,9.3,0,local_low_no_transmit,synthetic_fallback
214,32.1,22.1,23.4,0.01,99.0,82.5,316.9,12.7,78.2,32.7,provided,2,2,High,0.55,3.1811399988150706,32.7,1,transmit_to_edge,synthetic_fallback
215,30.4,88.0,8.3,0.12,74.5,15.1,89.6,3.0,17.5,4.5,provided,0,0,Low,0.2,10.0,4.5,0,local_low_no_transmit,synthetic_fallback
216,28.0,54.3,15.0,1.57,79.5,32.5,91.2,6.3,13.6,7.8,provided,0,0,Low,0.2,10.0,7.8,0,local_low_no_transmit,synthetic_fallback
217,30.3,25.4,7.8,0.98,99.0,51.0,194.7,7.3,45.0,16.7,provided,1,1,Moderate,0.35,5.640159571160261,16.7,1,transmit_to_edge,synthetic_fallback
218,23.1,14.4,17.8,0.37,93.0,68.3,198.3,13.9,47.4,27.2,provided,2,2,High,0.55,3.1811399988150706,27.2,1,transmit_to_edge,synthetic_fallback
219,17.9,45.8,28.4,1.51,79.3,34.8,129.4,14.7,44.1,27.4,provided,2,2,High,0.55,3.1811399988150706,27.4,1,transmit_to_edge,synthetic_fallback
220,28.7,50.0,11.7,0.66,90.6,25.1,196.6,10.0,24.6,15.5,provided,1,1,Moderate,0.35,5.640159571160261,15.5,1,transmit_to_edge,synthetic_fallback
221,22.2,36.2,18.6,1.02,89.4,45.3,202.3,6.2,38.6,13.6,provided,1,1,Moderate,0.35,5.640159571160261,13.6,1,transmit_to_edge,synthetic_fallback
222,16.9,54.0,10.7,0.04,82.4,32.8,76.1,7.6,26.7,13.1,provided,1,1,Moderate,0.35,5.640159571160261,13.1,1,transmit_to_edge,synthetic_fallback
223,34.0,37.9,9.0,1.44,87.3,57.6,211.8,7.7,48.7,18.2,provided,1,1,Moderate,0.35,5.640159571160261,18.2,1,transmit_to_edge,synthetic_fallback
224,29.5,64.1,8.3,0.19,74.7,29.2,163.7,7.4,28.5,13.3,provided,1,1,Moderate,0.35,5.640159571160261,13.3,1,transmit_to_edge,synthetic_fallback
225,33.3,36.1,27.2,0.29,99.0,88.0,252.2,14.8,84.8,37.7,provided,2,2,High,0.55,3.1811399988150706,37.7,1,transmit_to_edge,synthetic_fallback
226,22.1,51.2,33.5,0.78,90.0,37.5,158.8,14.6,35.8,24.6,provided,2,2,High,0.55,3.1811399988150706,24.6,1,transmit_to_edge,synthetic_fallback
227,24.7,73.5,20.4,0.34,90.4,16.9,185.8,15.0,28.9,22.7,provided,2,2,High,0.55,3.1811399988150706,22.7,1,transmit_to_edge,synthetic_fallback
228,22.0,98.0,12.0,0.51,63.6,0.0,32.2,10.1,11.1,10.7,provided,0,0,Low,0.2,10.0,10.7,0,local_low_no_transmit,synthetic_fallback
229,22.9,29.8,21.9,0.78,88.5,54.6,230.3,11.1,41.7,21.8,provided,2,2,High,0.55,3.1811399988150706,21.8,1,transmit_to_edge,synthetic_fallback
230,31.6,41.8,14.7,1.22,97.9,63.6,180.8,7.1,65.9,20.0,provided,1,1,Moderate,0.35,5.640159571160261,20.0,1,transmit_to_edge,synthetic_fallback
231,23.7,33.5,22.6,0.28,90.6,69.6,211.7,16.4,63.6,35.2,provided,2,2,High,0.55,3.1811399988150706,35.2,1,transmit_to_edge,synthetic_fallback
232,32.8,69.3,19.0,0.76,77.1,44.5,96.8,8.5,42.5,18.2,provided,1,1,Moderate,0.35,5.640159571160261,18.2,1,transmit_to_edge,synthetic_fallback
233,32.7,26.7,19.0,0.19,99.0,65.4,276.0,13.9,52.3,28.6,provided,2,2,High,0.55,3.1811399988150706,28.6,1,transmit_to_edge,synthetic_fallback
234,46.2,41.3,21.3,0.64,99.0,81.6,356.1,15.9,81.1,38.7,provided,3,3,Very High,0.75,1.7942137211517566,38.7,1,transmit_to_edge,synthetic_fallback
235,18.9,51.3,12.9,0.22,83.5,22.6,193.3,6.4,29.7,12.1,provided,1,1,Moderate,0.35,5.640159571160261,12.1,1,transmit_to_edge,synthetic_fallback
236,37.1,30.5,14.2,0.21,99.0,77.7,326.3,10.4,65.9,26.2,provided,2,2,High,0.55,3.1811399988150706,26.2,1,transmit_to_edge,synthetic_fallback
237,29.3,30.9,5.0,0.21,99.0,42.5,242.3,6.0,60.6,17.0,provided,1,1,Moderate,0.35,5.640159571160261,17.0,1,transmit_to_edge,synthetic_fallback
238,29.9,41.5,13.9,0.05,98.7,61.1,219.2,10.9,57.5,25.3,provided,2,2,High,0.55,3.1811399988150706,25.3,1,transmit_to_edge,synthetic_fallback
239,18.4,5.8,7.0,0.32,99.0,65.9,194.6,8.1,52.8,19.6,provided,1,1,Moderate,0.35,5.640159571160261,19.6,1,transmit_to_edge,synthetic_fallback
240,26.3,20.2,16.0,0.29,96.0,66.8,240.4,14.4,59.5,31.2,provided,2,2,High,0.55,3.1811399988150706,31.2,1,transmit_to_edge,synthetic_fallback
241,35.9,42.9,10.3,0.2,92.6,71.0,260.8,9.4,69.2,25.2,provided,2,2,High,0.55,3.1811399988150706,25.2,1,transmit_to_edge,synthetic_fallback
242,29.3,55.3,17.7,0.61,97.2,37.3,144.3,10.5,42.1,21.1,provided,1,1,Moderate,0.35,5.640159571160261,21.1,1,transmit_to_edge,synthetic_fallback
243,30.6,47.9,20.2,0.32,99.0,43.5,243.3,14.1,47.7,27.5,provided,2,2,High,0.55,3.1811399988150706,27.5,1,transmit_to_edge,synthetic_fallback
244,27.7,13.0,7.1,0.52,99.0,62.7,214.1,6.7,63.5,18.8,provided,1,1,Moderate,0.35,5.640159571160261,18.8,1,transmit_to_edge,synthetic_fallback
245,39.2,41.8,11.3,0.01,99.0,86.7,207.0,8.1,80.7,24.5,provided,2,2,High,0.55,3.1811399988150706,24.5,1,transmit_to_edge,synthetic_fallback
246,29.8,69.6,10.4,1.61,76.3,35.5,62.5,11.4,17.1,14.4,provided,1,1,Moderate,0.35,5.640159571160261,14.4,1,transmit_to_edge,synthetic_fallback
247,12.4,64.2,22.2,2.53,53.9,0.0,0.0,6.6,0.0,2.0,provided,0,0,Low,0.2,10.0,2.0,0,local_low_no_transmit,synthetic_fallback
248,24.5,50.3,28.9,0.89,97.3,57.8,120.5,12.9,37.4,23.0,provided,2,2,High,0.55,3.1811399988150706,23.0,1,transmit_to_edge,synthetic_fallback
249,14.2,32.5,23.0,1.72,82.6,27.4,156.3,10.8,28.1,17.7,provided,1,1,Moderate,0.35,5.640159571160261,17.7,1,transmit_to_edge,synthetic_fallback
250,10.0,65.9,14.6,0.25,66.4,21.2,25.3,5.7,27.0,10.5,provided,0,0,Low,0.2,10.0,10.5,0,local_low_no_transmit,synthetic_fallback
251,25.8,39.3,27.3,0.23,99.0,65.2,226.4,9.3,61.3,23.4,provided,2,2,High,0.55,3.1811399988150706,23.4,1,transmit_to_edge,synthetic_fallback
252,40.7,26.3,6.4,1.33,99.0,70.9,311.1,8.9,56.6,21.8,provided,2,2,High,0.55,3.1811399988150706,21.8,1,transmit_to_edge,synthetic_fallback
253,30.4,34.4,27.5,2.54,96.0,61.6,239.7,10.7,52.2,23.8,provided,2,2,High,0.55,3.1811399988150706,23.8,1,transmit_to_edge,synthetic_fallback
254,20.6,83.9,12.4,0.15,71.2,3.8,33.1,6.5,12.8,7.9,provided,0,0,Low,0.2,10.0,7.9,0,local_low_no_transmit,synthetic_fallback
255,22.5,56.8,1.0,0.23,69.5,17.8,151.2,3.1,16.6,4.4,provided,0,0,Low,0.2,10.0,4.4,0,local_low_no_transmit,synthetic_fallback
256,39.0,77.5,35.6,0.02,99.0,48.0,239.5,14.5,44.9,27.4,provided,2,2,High,0.55,3.1811399988150706,27.4,1,transmit_to_edge,synthetic_fallback
257,31.3,41.5,28.0,2.86,99.0,50.4,175.8,10.2,45.9,21.6,provided,2,2,High,0.55,3.1811399988150706,21.6,1,transmit_to_edge,synthetic_fallback
258,30.4,72.6,9.8,0.42,77.1,32.6,140.7,7.3,15.2,9.6,provided,0,0,Low,0.2,10.0,9.6,0,local_low_no_transmit,synthetic_fallback
259,29.6,38.8,18.2,0.01,98.8,63.3,181.6,16.4,58.4,33.7,provided,2,2,High,0.55,3.1811399988150706,33.7,1,transmit_to_edge,synthetic_fallback
260,30.3,48.5,15.5,0.97,95.6,45.0,152.6,11.1,41.3,21.8,provided,2,2,High,0.55,3.1811399988150706,21.8,1,transmit_to_edge,synthetic_fallback
261,36.4,98.0,17.7,1.1,80.6,38.9,91.8,11.0,35.5,20.0,provided,1,1,Moderate,0.35,5.640159571160261,20.0,1,transmit_to_edge,synthetic_fallback
262,34.4,68.9,6.6,0.01,91.1,40.3,185.5,3.7,29.6,7.6,provided,0,0,Low,0.2,10.0,7.6,0,local_low_no_transmit,synthetic_fallback
263,31.7,41.0,12.2,1.13,83.5,46.8,183.8,7.6,35.4,15.3,provided,1,1,Moderate,0.35,5.640159571160261,15.3,1,transmit_to_edge,synthetic_fallback
264,21.7,50.1,20.3,0.19,88.6,54.2,150.1,8.5,39.6,17.6,provided,1,1,Moderate,0.35,5.640159571160261,17.6,1,transmit_to_edge,synthetic_fallback
265,34.1,59.2,18.6,0.69,84.9,66.3,224.2,11.8,58.7,27.0,provided,2,2,High,0.55,3.1811399988150706,27.0,1,transmit_to_edge,synthetic_fallback
266,24.5,78.6,25.4,0.6,70.7,29.2,149.5,11.0,28.7,18.1,provided,1,1,Moderate,0.35,5.640159571160261,18.1,1,transmit_to_edge,synthetic_fallback
267,38.8,41.2,17.6,0.81,99.0,54.3,284.7,10.5,53.6,23.9,provided,2,2,High,0.55,3.1811399988150706,23.9,1,transmit_to_edge,synthetic_fallback
268,19.8,13.7,33.4,0.64,99.0,62.5,291.2,15.4,72.6,36.0,provided,2,2,High,0.55,3.1811399988150706,36.0,1,transmit_to_edge,synthetic_fallback
269,28.9,45.8,12.0,0.03,98.2,60.3,183.2,7.8,60.8,20.6,provided,1,1,Moderate,0.35,5.640159571160261,20.6,1,transmit_to_edge,synthetic_fallback
270,29.9,52.3,18.8,0.06,99.0,55.1,189.3,8.0,41.6,17.1,provided,1,1,Moderate,0.35,5.640159571160261,17.1,1,transmit_to_edge,synthetic_fallback
271,19.4,54.4,3.6,2.82,66.8,19.8,37.0,4.3,10.0,4.6,provided,0,0,Low,0.2,10.0,4.6,0,local_low_no_transmit,synthetic_fallback
272,43.8,81.0,8.2,0.25,95.8,37.5,176.7,4.6,48.9,12.2,provided,1,1,Moderate,0.35,5.640159571160261,12.2,1,transmit_to_edge,synthetic_fallback
273,41.7,59.0,26.3,0.91,96.7,75.0,227.9,10.5,60.0,25.2,provided,2,2,High,0.55,3.1811399988150706,25.2,1,transmit_to_edge,synthetic_fallback
274,26.3,69.9,10.4,0.51,72.9,21.3,163.8,6.2,34.9,13.0,provided,1,1,Moderate,0.35,5.640159571160261,13.0,1,transmit_to_edge,synthetic_fallback
275,36.2,27.8,20.7,0.41,99.0,95.1,285.5,10.1,91.9,30.5,provided,2,2,High,0.55,3.1811399988150706,30.5,1,transmit_to_edge,synthetic_fallback
276,33.0,71.1,16.6,1.64,76.9,32.2,90.8,9.0,22.2,13.6,provided,1,1,Moderate,0.35,5.640159571160261,13.6,1,transmit_to_edge,synthetic_fallback
277,10.0,98.0,9.7,1.18,36.0,14.3,42.1,6.5,9.8,6.9,provided,0,0,Low,0.2,10.0,6.9,0,local_low_no_transmit,synthetic_fallback
278,32.0,69.0,14.6,0.26,82.1,36.1,221.7,9.4,37.6,18.4,provided,1,1,Moderate,0.35,5.640159571160261,18.4,1,transmit_to_edge,synthetic_fallback
279,29.5,57.6,13.4,0.15,87.4,32.5,174.2,9.3,24.8,14.8,provided,1,1,Moderate,0.35,5.640159571160261,14.8,1,transmit_to_edge,synthetic_fallback
280,30.7,55.4,13.6,0.23,84.5,38.6,225.1,8.8,30.9,15.8,provided,1,1,Moderate,0.35,5.640159571160261,15.8,1,transmit_to_edge,synthetic_fallback
281,21.4,91.3,22.3,0.63,56.7,3.1,27.4,11.6,0.6,5.0,provided,0,0,Low,0.2,10.0,5.0,0,local_low_no_transmit,synthetic_fallback
282,27.8,31.6,21.6,0.17,93.1,56.6,223.8,7.7,57.2,19.8,provided,1,1,Moderate,0.35,5.640159571160261,19.8,1,transmit_to_edge,synthetic_fallback
283,28.6,49.6,13.0,0.01,94.5,63.7,164.6,10.0,47.8,21.8,provided,2,2,High,0.55,3.1811399988150706,21.8,1,transmit_to_edge,synthetic_fallback
284,39.5,62.1,10.7,0.08,97.3,73.4,212.4,6.5,58.9,17.8,provided,1,1,Moderate,0.35,5.640159571160261,17.8,1,transmit_to_edge,synthetic_fallback
285,32.7,68.4,19.0,0.18,95.2,50.1,238.2,8.4,43.3,18.1,provided,1,1,Moderate,0.35,5.640159571160261,18.1,1,transmit_to_edge,synthetic_fallback
286,30.0,42.4,16.3,0.87,99.0,43.9,157.2,10.0,27.2,16.4,provided,1,1,Moderate,0.35,5.640159571160261,16.4,1,transmit_to_edge,synthetic_fallback
287,42.2,58.8,24.2,0.58,99.0,69.6,311.9,11.9,76.0,30.9,provided,2,2,High,0.55,3.1811399988150706,30.9,1,transmit_to_edge,synthetic_fallback
288,25.6,45.9,35.6,0.09,99.0,54.1,185.6,17.9,27.7,25.2,provided,2,2,High,0.55,3.1811399988150706,25.2,1,transmit_to_edge,synthetic_fallback
289,26.9,54.7,22.9,0.22,81.4,63.4,171.2,14.0,46.4,27.1,provided,2,2,High,0.55,3.1811399988150706,27.1,1,transmit_to_edge,synthetic_fallback
290,15.5,49.1,16.8,0.55,89.9,29.9,132.3,4.7,32.0,9.9,provided,0,0,Low,0.2,10.0,9.9,0,local_low_no_transmit,synthetic_fallback
291,42.6,26.9,15.8,0.87,99.0,92.2,333.4,9.7,68.9,25.6,provided,2,2,High,0.55,3.1811399988150706,25.6,1,transmit_to_edge,synthetic_fallback
292,37.7,51.5,11.0,2.87,84.7,38.4,166.7,10.6,39.9,20.8,provided,1,1,Moderate,0.35,5.640159571160261,20.8,1,transmit_to_edge,synthetic_fallback
293,37.3,71.3,10.7,0.31,82.3,27.6,117.5,9.5,35.2,18.0,provided,1,1,Moderate,0.35,5.640159571160261,18.0,1,transmit_to_edge,synthetic_fallback
294,35.4,30.7,10.0,0.49,99.0,63.9,270.1,11.4,51.0,24.6,provided,2,2,High,0.55,3.1811399988150706,24.6,1,transmit_to_edge,synthetic_fallback
295,30.9,46.7,14.2,0.6,81.9,42.6,160.3,8.8,39.1,17.9,provided,1,1,Moderate,0.35,5.640159571160261,17.9,1,transmit_to_edge,synthetic_fallback
296,31.7,66.6,14.0,0.93,78.7,41.8,232.2,5.0,32.4,10.3,provided,0,0,Low,0.2,10.0,10.3,0,local_low_no_transmit,synthetic_fallback
297,28.0,28.5,22.2,0.8,99.0,65.6,225.9,9.5,60.4,23.5,provided,2,2,High,0.55,3.1811399988150706,23.5,1,transmit_to_edge,synthetic_fallback
298,28.4,56.0,14.2,0.24,88.4,37.4,174.1,10.7,35.6,19.7,provided,1,1,Moderate,0.35,5.640159571160261,19.7,1,transmit_to_edge,synthetic_fallback
299,30.4,28.7,15.6,0.95,96.5,60.0,190.8,11.7,52.3,25.4,provided,2,2,High,0.55,3.1811399988150706,25.4,1,transmit_to_edge,synthetic_fallback
300,42.1,77.0,8.5,0.04,98.3,68.6,176.4,6.4,66.2,18.6,provided,1,1,Moderate,0.35,5.640159571160261,18.6,1,transmit_to_edge,synthetic_fallback
301,34.4,98.0,28.5,0.53,73.1,22.1,74.9,12.1,22.8,17.3,provided,1,1,Moderate,0.35,5.640159571160261,17.3,1,transmit_to_edge,synthetic_fallback
302,29.5,96.5,20.5,0.18,75.2,13.2,122.5,11.0,26.9,17.5,provided,1,1,Moderate,0.35,5.640159571160261,17.5,1,transmit_to_edge,synthetic_fallback
303,25.4,47.2,29.5,0.93,87.5,47.3,172.7,9.7,46.4,21.0,provided,1,1,Moderate,0.35,5.640159571160261,21.0,1,transmit_to_edge,synthetic_fallback
304,24.9,68.3,22.6,0.29,76.2,27.9,150.7,10.3,17.7,13.6,provided,1,1,Moderate,0.35,5.640159571160261,13.6,1,transmit_to_edge,synthetic_fallback
305,42.8,54.7,27.4,0.24,99.0,75.0,259.8,17.5,66.6,37.5,provided,2,2,High,0.55,3.1811399988150706,37.5,1,transmit_to_edge,synthetic_fallback
306,34.1,54.2,15.3,0.57,87.7,60.0,181.8,14.0,54.0,29.3,provided,2,2,High,0.55,3.1811399988150706,29.3,1,transmit_to_edge,synthetic_fallback
307,30.5,86.1,22.0,0.57,89.3,46.7,157.4,11.2,28.4,18.3,provided,1,1,Moderate,0.35,5.640159571160261,18.3,1,transmit_to_edge,synthetic_fallback
308,27.2,23.0,35.9,0.4,99.0,60.3,245.9,20.6,64.8,41.1,provided,3,3,Very High,0.75,1.7942137211517566,41.1,1,transmit_to_edge,synthetic_fallback
309,21.1,75.2,8.4,0.74,78.7,11.5,0.0,5.3,8.2,5.2,provided,0,0,Low,0.2,10.0,5.2,0,local_low_no_transmit,synthetic_fallback
310,29.5,50.9,25.2,1.75,81.2,45.6,180.8,9.6,43.6,20.1,provided,1,1,Moderate,0.35,5.640159571160261,20.1,1,transmit_to_edge,synthetic_fallback
311,37.0,83.0,28.9,0.6,92.2,45.7,131.4,8.9,30.6,15.9,provided,1,1,Moderate,0.35,5.640159571160261,15.9,1,transmit_to_edge,synthetic_fallback
312,26.9,56.1,19.9,0.93,77.6,38.6,135.0,12.1,33.9,21.0,provided,1,1,Moderate,0.35,5.640159571160261,21.0,1,transmit_to_edge,synthetic_fallback
